count,shelf_x,shelf_y,x,y,z,judge
1510,1.27,0.1,1.1025,0.3,0.885,error
1511,1.27,0.1,1.2525,-0.1,0.885,error
1512,1.27,0.1,1.2525,0.3,0.885,error
1513,1.27,0.11,1.1025,-0.09,0.34,success
1514,1.27,0.11,1.1025,0.31,0.34,success
1515,1.27,0.11,1.2525,-0.09,0.34,success
1516,1.27,0.11,1.2525,0.31,0.34,success
1517,1.27,0.11,1.1025,-0.09,0.885,error
1518,1.27,0.11,1.1025,0.31,0.885,error
1519,1.27,0.11,1.2525,-0.09,0.885,error
1520,1.27,0.11,1.2525,0.31,0.885,error
1521,1.27,0.12,1.1025,-0.08,0.34,success
1522,1.27,0.12,1.1025,0.32,0.34,success
1523,1.27,0.12,1.2525,-0.08,0.34,success
1524,1.27,0.12,1.2525,0.32,0.34,success
1525,1.27,0.12,1.1025,-0.08,0.885,error
1526,1.27,0.12,1.1025,0.32,0.885,error
1527,1.27,0.12,1.2525,-0.08,0.885,error
1528,1.27,0.12,1.2525,0.32,0.885,error
1529,1.27,0.13,1.1025,-0.07,0.34,success
1530,1.27,0.13,1.1025,0.33,0.34,success
1531,1.27,0.13,1.2525,-0.07,0.34,success
1532,1.27,0.13,1.2525,0.33,0.34,success
1533,1.27,0.13,1.1025,-0.07,0.885,error
1534,1.27,0.13,1.1025,0.33,0.885,error
1535,1.27,0.13,1.2525,-0.07,0.885,error
1536,1.27,0.13,1.2525,0.33,0.885,error
1537,1.27,0.14,1.1025,-0.06,0.34,success
1538,1.27,0.14,1.1025,0.34,0.34,success
1539,1.27,0.14,1.2525,-0.06,0.34,success
1540,1.27,0.14,1.2525,0.34,0.34,success
1541,1.27,0.14,1.1025,-0.06,0.885,error
1542,1.27,0.14,1.1025,0.34,0.885,error
1543,1.27,0.14,1.2525,-0.06,0.885,error
1544,1.27,0.14,1.2525,0.34,0.885,error
1545,1.27,0.15,1.1025,-0.05,0.34,success
1546,1.27,0.15,1.1025,0.35,0.34,success
1547,1.27,0.15,1.2525,-0.05,0.34,success
1548,1.27,0.15,1.2525,0.35,0.34,success
1549,1.27,0.15,1.1025,-0.05,0.885,error
1550,1.27,0.15,1.1025,0.35,0.885,error
1551,1.27,0.15,1.2525,-0.05,0.885,error
1552,1.27,0.15,1.2525,0.35,0.885,error
1553,1.27,0.16,1.1025,-0.04,0.34,success
1554,1.27,0.16,1.1025,0.36,0.34,success
1555,1.27,0.16,1.2525,-0.04,0.34,success
1556,1.27,0.16,1.2525,0.36,0.34,error
1557,1.27,0.16,1.1025,-0.04,0.885,error
1558,1.27,0.16,1.1025,0.36,0.885,error
1559,1.27,0.16,1.2525,-0.04,0.885,error
1560,1.27,0.16,1.2525,0.36,0.885,error
1561,1.27,0.17,1.1025,-0.03,0.34,success
1562,1.27,0.17,1.1025,0.37,0.34,success
1563,1.27,0.17,1.2525,-0.03,0.34,success
1564,1.27,0.17,1.2525,0.37,0.34,error
1565,1.27,0.17,1.1025,-0.03,0.885,error
1566,1.27,0.17,1.1025,0.37,0.885,error
1567,1.27,0.17,1.2525,-0.03,0.885,error
1568,1.27,0.17,1.2525,0.37,0.885,error
1569,1.27,0.18,1.1025,-0.02,0.34,success
1570,1.27,0.18,1.1025,0.38,0.34,success
1571,1.27,0.18,1.2525,-0.02,0.34,success
1572,1.27,0.18,1.2525,0.38,0.34,error
1573,1.27,0.18,1.1025,-0.02,0.885,success
1574,1.27,0.18,1.1025,0.38,0.885,error
1575,1.27,0.18,1.2525,-0.02,0.885,error
1576,1.27,0.18,1.2525,0.38,0.885,error
1577,1.27,0.19,1.1025,-0.01,0.34,success
1578,1.27,0.19,1.1025,0.39,0.34,success
1579,1.27,0.19,1.2525,-0.01,0.34,success
1580,1.27,0.19,1.2525,0.39,0.34,error
1581,1.27,0.19,1.1025,-0.01,0.885,success
1582,1.27,0.19,1.1025,0.39,0.885,error
1583,1.27,0.19,1.2525,-0.01,0.885,error
1584,1.27,0.19,1.2525,0.39,0.885,error
1585,1.27,0.2,1.1025,0,0.34,success
1586,1.27,0.2,1.1025,0.4,0.34,success
1587,1.27,0.2,1.2525,0,0.34,success
1588,1.27,0.2,1.2525,0.4,0.34,error
1589,1.27,0.2,1.1025,0,0.885,success
1590,1.27,0.2,1.1025,0.4,0.885,error
1591,1.27,0.2,1.2525,0,0.885,error
1592,1.27,0.2,1.2525,0.4,0.885,error
1593,1.27,0.21,1.1025,0.01,0.34,success
1594,1.27,0.21,1.1025,0.41,0.34,success
1595,1.27,0.21,1.2525,0.01,0.34,error
1596,1.27,0.21,1.2525,0.41,0.34,error
1597,1.27,0.21,1.1025,0.01,0.885,success
1598,1.27,0.21,1.1025,0.41,0.885,error
1599,1.27,0.21,1.2525,0.01,0.885,error
1600,1.27,0.21,1.2525,0.41,0.885,error
1601,1.27,0.22,1.1025,0.02,0.34,success
1602,1.27,0.22,1.1025,0.42,0.34,success
1603,1.27,0.22,1.2525,0.02,0.34,success
1604,1.27,0.22,1.2525,0.42,0.34,error
1605,1.27,0.22,1.1025,0.02,0.885,success
1606,1.27,0.22,1.1025,0.42,0.885,error
1607,1.27,0.22,1.2525,0.02,0.885,error
1608,1.27,0.22,1.2525,0.42,0.885,error
1609,1.27,0.23,1.1025,0.03,0.34,success
1610,1.27,0.23,1.1025,0.43,0.34,success
1611,1.27,0.23,1.2525,0.03,0.34,success
1612,1.27,0.23,1.2525,0.43,0.34,error
1613,1.27,0.23,1.1025,0.03,0.885,success
1614,1.27,0.23,1.1025,0.43,0.885,error
1615,1.27,0.23,1.2525,0.03,0.885,error
1616,1.27,0.23,1.2525,0.43,0.885,error
1617,1.27,0.24,1.1025,0.04,0.34,success
1618,1.27,0.24,1.1025,0.44,0.34,success
1619,1.27,0.24,1.2525,0.04,0.34,success
1620,1.27,0.24,1.2525,0.44,0.34,error
1621,1.27,0.24,1.1025,0.04,0.885,success
1622,1.27,0.24,1.1025,0.44,0.885,error
1623,1.27,0.24,1.2525,0.04,0.885,error
1624,1.27,0.24,1.2525,0.44,0.885,error
1625,1.27,0.25,1.1025,0.05,0.34,success
1626,1.27,0.25,1.1025,0.45,0.34,success
1627,1.27,0.25,1.2525,0.05,0.34,success
1628,1.27,0.25,1.2525,0.45,0.34,error
1629,1.27,0.25,1.1025,0.05,0.885,success
1630,1.27,0.25,1.1025,0.45,0.885,error
1631,1.27,0.25,1.2525,0.05,0.885,error
1632,1.27,0.25,1.2525,0.45,0.885,error
1633,1.26,-0.25,1.0925,-0.45,0.34,success
1634,1.26,-0.25,1.0925,-0.05,0.34,success
1635,1.26,-0.25,1.2425,-0.45,0.34,success
1636,1.26,-0.25,1.2425,-0.05,0.34,success
1637,1.26,-0.25,1.0925,-0.45,0.885,success
1638,1.26,-0.25,1.0925,-0.05,0.885,error
1639,1.26,-0.25,1.2425,-0.45,0.885,error
1640,1.26,-0.25,1.2425,-0.05,0.885,error
1641,1.26,-0.24,1.0925,-0.44,0.34,success
1642,1.26,-0.24,1.0925,-0.04,0.34,success
1643,1.26,-0.24,1.2425,-0.44,0.34,success
1644,1.26,-0.24,1.2425,-0.04,0.34,success
1645,1.26,-0.24,1.0925,-0.44,0.885,success
1646,1.26,-0.24,1.0925,-0.04,0.885,error
1647,1.26,-0.24,1.2425,-0.44,0.885,error
1648,1.26,-0.24,1.2425,-0.04,0.885,error
1649,1.26,-0.23,1.0925,-0.43,0.34,success
1650,1.26,-0.23,1.0925,-0.03,0.34,success
1651,1.26,-0.23,1.2425,-0.43,0.34,success
1652,1.26,-0.23,1.2425,-0.03,0.34,success
1653,1.26,-0.23,1.0925,-0.43,0.885,success
1654,1.26,-0.23,1.0925,-0.03,0.885,error
1655,1.26,-0.23,1.2425,-0.43,0.885,error
1656,1.26,-0.23,1.2425,-0.03,0.885,error
1657,1.26,-0.22,1.0925,-0.42,0.34,success
1658,1.26,-0.22,1.0925,-0.02,0.34,success
1659,1.26,-0.22,1.2425,-0.42,0.34,success
1660,1.26,-0.22,1.2425,-0.02,0.34,success
1661,1.26,-0.22,1.0925,-0.42,0.885,success
1662,1.26,-0.22,1.0925,-0.02,0.885,success
1663,1.26,-0.22,1.2425,-0.42,0.885,error
1664,1.26,-0.22,1.2425,-0.02,0.885,error
1665,1.26,-0.21,1.0925,-0.41,0.34,success
1666,1.26,-0.21,1.0925,-0.01,0.34,success
1667,1.26,-0.21,1.2425,-0.41,0.34,success
1668,1.26,-0.21,1.2425,-0.01,0.34,success
1669,1.26,-0.21,1.0925,-0.41,0.885,success
1670,1.26,-0.21,1.0925,-0.01,0.885,success
1671,1.26,-0.21,1.2425,-0.41,0.885,error
1672,1.26,-0.21,1.2425,-0.01,0.885,error
1673,1.26,-0.2,1.0925,-0.4,0.34,success
1674,1.26,-0.2,1.0925,0,0.34,success
1675,1.26,-0.2,1.2425,-0.4,0.34,success
1676,1.26,-0.2,1.2425,0,0.34,success
1677,1.26,-0.2,1.0925,-0.4,0.885,success
1678,1.26,-0.2,1.0925,0,0.885,success
1679,1.26,-0.2,1.2425,-0.4,0.885,error
1680,1.26,-0.2,1.2425,0,0.885,error
1681,1.26,-0.19,1.0925,-0.39,0.34,success
1682,1.26,-0.19,1.0925,0.01,0.34,success
1683,1.26,-0.19,1.2425,-0.39,0.34,success
1684,1.26,-0.19,1.2425,0.01,0.34,success
1685,1.26,-0.19,1.0925,-0.39,0.885,success
1686,1.26,-0.19,1.0925,0.01,0.885,success
1687,1.26,-0.19,1.2425,-0.39,0.885,error
1688,1.26,-0.19,1.2425,0.01,0.885,error
1689,1.26,-0.18,1.0925,-0.38,0.34,success
1690,1.26,-0.18,1.0925,0.02,0.34,success
1691,1.26,-0.18,1.2425,-0.38,0.34,success
1692,1.26,-0.18,1.2425,0.02,0.34,success
1693,1.26,-0.18,1.0925,-0.38,0.885,success
1694,1.26,-0.18,1.0925,0.02,0.885,success
1695,1.26,-0.18,1.2425,-0.38,0.885,error
1696,1.26,-0.18,1.2425,0.02,0.885,error
1697,1.26,-0.17,1.0925,-0.37,0.34,success
1698,1.26,-0.17,1.0925,0.03,0.34,success
1699,1.26,-0.17,1.2425,-0.37,0.34,success
1700,1.26,-0.17,1.2425,0.03,0.34,success
1701,1.26,-0.17,1.0925,-0.37,0.885,success
1702,1.26,-0.17,1.0925,0.03,0.885,success
1703,1.26,-0.17,1.2425,-0.37,0.885,error
1704,1.26,-0.17,1.2425,0.03,0.885,error
1705,1.26,-0.16,1.0925,-0.36,0.34,success
1706,1.26,-0.16,1.0925,0.04,0.34,success
1707,1.26,-0.16,1.2425,-0.36,0.34,success
1708,1.26,-0.16,1.2425,0.04,0.34,success
1709,1.26,-0.16,1.0925,-0.36,0.885,success
1710,1.26,-0.16,1.0925,0.04,0.885,success
1711,1.26,-0.16,1.2425,-0.36,0.885,error
1712,1.26,-0.16,1.2425,0.04,0.885,error
1713,1.26,-0.15,1.0925,-0.35,0.34,success
1714,1.26,-0.15,1.0925,0.05,0.34,success
1715,1.26,-0.15,1.2425,-0.35,0.34,success
1716,1.26,-0.15,1.2425,0.05,0.34,success
1717,1.26,-0.15,1.0925,-0.35,0.885,success
1718,1.26,-0.15,1.0925,0.05,0.885,success
1719,1.26,-0.15,1.2425,-0.35,0.885,error
1720,1.26,-0.15,1.2425,0.05,0.885,error
1721,1.26,-0.14,1.0925,-0.34,0.34,success
1722,1.26,-0.14,1.0925,0.06,0.34,success
1723,1.26,-0.14,1.2425,-0.34,0.34,success
1724,1.26,-0.14,1.2425,0.06,0.34,success
1725,1.26,-0.14,1.0925,-0.34,0.885,success
1726,1.26,-0.14,1.0925,0.06,0.885,success
1727,1.26,-0.14,1.2425,-0.34,0.885,error
1728,1.26,-0.14,1.2425,0.06,0.885,error
1729,1.26,-0.13,1.0925,-0.33,0.34,success
1730,1.26,-0.13,1.0925,0.07,0.34,success
1731,1.26,-0.13,1.2425,-0.33,0.34,success
1732,1.26,-0.13,1.2425,0.07,0.34,success
1733,1.26,-0.13,1.0925,-0.33,0.885,success
1734,1.26,-0.13,1.0925,0.07,0.885,success
1735,1.26,-0.13,1.2425,-0.33,0.885,error
1736,1.26,-0.13,1.2425,0.07,0.885,error
1737,1.26,-0.12,1.0925,-0.32,0.34,success
1738,1.26,-0.12,1.0925,0.08,0.34,success
1739,1.26,-0.12,1.2425,-0.32,0.34,success
1740,1.26,-0.12,1.2425,0.08,0.34,success
1741,1.26,-0.12,1.0925,-0.32,0.885,success
1742,1.26,-0.12,1.0925,0.08,0.885,success
1743,1.26,-0.12,1.2425,-0.32,0.885,error
1744,1.26,-0.12,1.2425,0.08,0.885,error
1745,1.26,-0.11,1.0925,-0.31,0.34,success
1746,1.26,-0.11,1.0925,0.09,0.34,success
1747,1.26,-0.11,1.2425,-0.31,0.34,success
1748,1.26,-0.11,1.2425,0.09,0.34,success
1749,1.26,-0.11,1.0925,-0.31,0.885,success
1750,1.26,-0.11,1.0925,0.09,0.885,success
1751,1.26,-0.11,1.2425,-0.31,0.885,error
1752,1.26,-0.11,1.2425,0.09,0.885,error
1753,1.26,-0.1,1.0925,-0.3,0.34,success
1754,1.26,-0.1,1.0925,0.1,0.34,success
1755,1.26,-0.1,1.2425,-0.3,0.34,success
1756,1.26,-0.1,1.2425,0.1,0.34,success
1757,1.26,-0.1,1.0925,-0.3,0.885,success
1758,1.26,-0.1,1.0925,0.1,0.885,success
1759,1.26,-0.1,1.2425,-0.3,0.885,error
1760,1.26,-0.1,1.2425,0.1,0.885,error
1761,1.26,-0.09,1.0925,-0.29,0.34,success
1762,1.26,-0.09,1.0925,0.11,0.34,success
1763,1.26,-0.09,1.2425,-0.29,0.34,success
1764,1.26,-0.09,1.2425,0.11,0.34,success
1765,1.26,-0.09,1.0925,-0.29,0.885,success
1766,1.26,-0.09,1.0925,0.11,0.885,success
1767,1.26,-0.09,1.2425,-0.29,0.885,error
1768,1.26,-0.09,1.2425,0.11,0.885,error
1769,1.26,-0.08,1.0925,-0.28,0.34,success
1770,1.26,-0.08,1.0925,0.12,0.34,success
1771,1.26,-0.08,1.2425,-0.28,0.34,success
1772,1.26,-0.08,1.2425,0.12,0.34,success
1773,1.26,-0.08,1.0925,-0.28,0.885,success
1774,1.26,-0.08,1.0925,0.12,0.885,success
1775,1.26,-0.08,1.2425,-0.28,0.885,error
1776,1.26,-0.08,1.2425,0.12,0.885,error
1777,1.26,-0.07,1.0925,-0.27,0.34,success
1778,1.26,-0.07,1.0925,0.13,0.34,success
1779,1.26,-0.07,1.2425,-0.27,0.34,success
1780,1.26,-0.07,1.2425,0.13,0.34,success
1781,1.26,-0.07,1.0925,-0.27,0.885,success
1782,1.26,-0.07,1.0925,0.13,0.885,success
1783,1.26,-0.07,1.2425,-0.27,0.885,error
1784,1.26,-0.07,1.2425,0.13,0.885,error
1785,1.26,-0.06,1.0925,-0.26,0.34,success
1786,1.26,-0.06,1.0925,0.14,0.34,success
1787,1.26,-0.06,1.2425,-0.26,0.34,success
1788,1.26,-0.06,1.2425,0.14,0.34,success
1789,1.26,-0.06,1.0925,-0.26,0.885,success
1790,1.26,-0.06,1.0925,0.14,0.885,success
1791,1.26,-0.06,1.2425,-0.26,0.885,error
1792,1.26,-0.06,1.2425,0.14,0.885,error
1793,1.26,-0.05,1.0925,-0.25,0.34,success
1794,1.26,-0.05,1.0925,0.15,0.34,success
1795,1.26,-0.05,1.2425,-0.25,0.34,success
1796,1.26,-0.05,1.2425,0.15,0.34,success
1797,1.26,-0.05,1.0925,-0.25,0.885,success
1798,1.26,-0.05,1.0925,0.15,0.885,success
1799,1.26,-0.05,1.2425,-0.25,0.885,error
1800,1.26,-0.05,1.2425,0.15,0.885,error
1801,1.26,-0.04,1.0925,-0.24,0.34,success
1802,1.26,-0.04,1.0925,0.16,0.34,success
1803,1.26,-0.04,1.2425,-0.24,0.34,success
1804,1.26,-0.04,1.2425,0.16,0.34,success
1805,1.26,-0.04,1.0925,-0.24,0.885,success
1806,1.26,-0.04,1.0925,0.16,0.885,success
1807,1.26,-0.04,1.2425,-0.24,0.885,error
1808,1.26,-0.04,1.2425,0.16,0.885,error
1809,1.26,-0.03,1.0925,-0.23,0.34,success
1810,1.26,-0.03,1.0925,0.17,0.34,success
1811,1.26,-0.03,1.2425,-0.23,0.34,success
1812,1.26,-0.03,1.2425,0.17,0.34,success
1813,1.26,-0.03,1.0925,-0.23,0.885,success
1814,1.26,-0.03,1.0925,0.17,0.885,success
1815,1.26,-0.03,1.2425,-0.23,0.885,error
1816,1.26,-0.03,1.2425,0.17,0.885,error
1817,1.26,-0.02,1.0925,-0.22,0.34,success
1818,1.26,-0.02,1.0925,0.18,0.34,success
1819,1.26,-0.02,1.2425,-0.22,0.34,success
1820,1.26,-0.02,1.2425,0.18,0.34,success
1821,1.26,-0.02,1.0925,-0.22,0.885,success
1822,1.26,-0.02,1.0925,0.18,0.885,success
1823,1.26,-0.02,1.2425,-0.22,0.885,error
1824,1.26,-0.02,1.2425,0.18,0.885,error
1825,1.26,-0.01,1.0925,-0.21,0.34,success
1826,1.26,-0.01,1.0925,0.19,0.34,success
1827,1.26,-0.01,1.2425,-0.21,0.34,success
1828,1.26,-0.01,1.2425,0.19,0.34,success
1829,1.26,-0.01,1.0925,-0.21,0.885,success
1830,1.26,-0.01,1.0925,0.19,0.885,success
1831,1.26,-0.01,1.2425,-0.21,0.885,error
1832,1.26,-0.01,1.2425,0.19,0.885,error
1833,1.26,0,1.0925,-0.2,0.34,success
1834,1.26,0,1.0925,0.2,0.34,success
1835,1.26,0,1.2425,-0.2,0.34,success
1836,1.26,0,1.2425,0.2,0.34,success
1837,1.26,0,1.0925,-0.2,0.885,success
1838,1.26,0,1.0925,0.2,0.885,success
1839,1.26,0,1.2425,-0.2,0.885,error
1840,1.26,0,1.2425,0.2,0.885,error
1841,1.26,0.01,1.0925,-0.19,0.34,success
1842,1.26,0.01,1.0925,0.21,0.34,success
1843,1.26,0.01,1.2425,-0.19,0.34,success
1844,1.26,0.01,1.2425,0.21,0.34,success
1845,1.26,0.01,1.0925,-0.19,0.885,error
1846,1.26,0.01,1.0925,0.21,0.885,success
1847,1.26,0.01,1.2425,-0.19,0.885,error
1848,1.26,0.01,1.2425,0.21,0.885,error
1849,1.26,0.02,1.0925,-0.18,0.34,success
1850,1.26,0.02,1.0925,0.22,0.34,success
1851,1.26,0.02,1.2425,-0.18,0.34,success
1852,1.26,0.02,1.2425,0.22,0.34,error
1853,1.26,0.02,1.0925,-0.18,0.885,error
1854,1.26,0.02,1.0925,0.22,0.885,success
1855,1.26,0.02,1.2425,-0.18,0.885,error
1856,1.26,0.02,1.2425,0.22,0.885,error
1857,1.26,0.03,1.0925,-0.17,0.34,success
1858,1.26,0.03,1.0925,0.23,0.34,success
1859,1.26,0.03,1.2425,-0.17,0.34,success
1860,1.26,0.03,1.2425,0.23,0.34,success
1861,1.26,0.03,1.0925,-0.17,0.885,error
1862,1.26,0.03,1.0925,0.23,0.885,success
1863,1.26,0.03,1.2425,-0.17,0.885,error
1864,1.26,0.03,1.2425,0.23,0.885,error
1865,1.26,0.04,1.0925,-0.16,0.34,success
1866,1.26,0.04,1.0925,0.24,0.34,success
1867,1.26,0.04,1.2425,-0.16,0.34,success
1868,1.26,0.04,1.2425,0.24,0.34,success
1869,1.26,0.04,1.0925,-0.16,0.885,error
1870,1.26,0.04,1.0925,0.24,0.885,success
1871,1.26,0.04,1.2425,-0.16,0.885,error
1872,1.26,0.04,1.2425,0.24,0.885,error
1873,1.26,0.05,1.0925,-0.15,0.34,success
1874,1.26,0.05,1.0925,0.25,0.34,success
1875,1.26,0.05,1.2425,-0.15,0.34,success
1876,1.26,0.05,1.2425,0.25,0.34,success
1877,1.26,0.05,1.0925,-0.15,0.885,error
1878,1.26,0.05,1.0925,0.25,0.885,success
1879,1.26,0.05,1.2425,-0.15,0.885,error
1880,1.26,0.05,1.2425,0.25,0.885,error
1881,1.26,0.06,1.0925,-0.14,0.34,success
1882,1.26,0.06,1.0925,0.26,0.34,success
1883,1.26,0.06,1.2425,-0.14,0.34,success
1884,1.26,0.06,1.2425,0.26,0.34,success
1885,1.26,0.06,1.0925,-0.14,0.885,error
1886,1.26,0.06,1.0925,0.26,0.885,success
1887,1.26,0.06,1.2425,-0.14,0.885,error
1888,1.26,0.06,1.2425,0.26,0.885,error
1889,1.26,0.07,1.0925,-0.13,0.34,success
1890,1.26,0.07,1.0925,0.27,0.34,success
1891,1.26,0.07,1.2425,-0.13,0.34,success
1892,1.26,0.07,1.2425,0.27,0.34,success
1893,1.26,0.07,1.0925,-0.13,0.885,error
1894,1.26,0.07,1.0925,0.27,0.885,success
1895,1.26,0.07,1.2425,-0.13,0.885,error
1896,1.26,0.07,1.2425,0.27,0.885,error
1897,1.26,0.08,1.0925,-0.12,0.34,success
1898,1.26,0.08,1.0925,0.28,0.34,success
1899,1.26,0.08,1.2425,-0.12,0.34,success
1900,1.26,0.08,1.2425,0.28,0.34,success
1901,1.26,0.08,1.0925,-0.12,0.885,error
1902,1.26,0.08,1.0925,0.28,0.885,success
1903,1.26,0.08,1.2425,-0.12,0.885,error
1904,1.26,0.08,1.2425,0.28,0.885,error
1905,1.26,0.09,1.0925,-0.11,0.34,success
1906,1.26,0.09,1.0925,0.29,0.34,success
1907,1.26,0.09,1.2425,-0.11,0.34,success
1908,1.26,0.09,1.2425,0.29,0.34,success
1909,1.26,0.09,1.0925,-0.11,0.885,error
1910,1.26,0.09,1.0925,0.29,0.885,success
1911,1.26,0.09,1.2425,-0.11,0.885,error
1912,1.26,0.09,1.2425,0.29,0.885,error
1913,1.26,0.1,1.0925,-0.1,0.34,success
1914,1.26,0.1,1.0925,0.3,0.34,success
1915,1.26,0.1,1.2425,-0.1,0.34,success
1916,1.26,0.1,1.2425,0.3,0.34,success
1917,1.26,0.1,1.0925,-0.1,0.885,error
1918,1.26,0.1,1.0925,0.3,0.885,error
1919,1.26,0.1,1.2425,-0.1,0.885,error
1920,1.26,0.1,1.2425,0.3,0.885,error
1921,1.26,0.11,1.0925,-0.09,0.34,success
1922,1.26,0.11,1.0925,0.31,0.34,success
1923,1.26,0.11,1.2425,-0.09,0.34,success
1924,1.26,0.11,1.2425,0.31,0.34,success
1925,1.26,0.11,1.0925,-0.09,0.885,error
1926,1.26,0.11,1.0925,0.31,0.885,error
1927,1.26,0.11,1.2425,-0.09,0.885,error
1928,1.26,0.11,1.2425,0.31,0.885,error
1929,1.26,0.12,1.0925,-0.08,0.34,success
1930,1.26,0.12,1.0925,0.32,0.34,success
1931,1.26,0.12,1.2425,-0.08,0.34,success
1932,1.26,0.12,1.2425,0.32,0.34,success
1933,1.26,0.12,1.0925,-0.08,0.885,error
1934,1.26,0.12,1.0925,0.32,0.885,error
1935,1.26,0.12,1.2425,-0.08,0.885,error
1936,1.26,0.12,1.2425,0.32,0.885,error
1937,1.26,0.13,1.0925,-0.07,0.34,success
1938,1.26,0.13,1.0925,0.33,0.34,success
1939,1.26,0.13,1.2425,-0.07,0.34,success
1940,1.26,0.13,1.2425,0.33,0.34,success
1941,1.26,0.13,1.0925,-0.07,0.885,error
1942,1.26,0.13,1.0925,0.33,0.885,error
1943,1.26,0.13,1.2425,-0.07,0.885,error
1944,1.26,0.13,1.2425,0.33,0.885,error
1945,1.26,0.14,1.0925,-0.06,0.34,success
1946,1.26,0.14,1.0925,0.34,0.34,success
1947,1.26,0.14,1.2425,-0.06,0.34,success
1948,1.26,0.14,1.2425,0.34,0.34,success
1949,1.26,0.14,1.0925,-0.06,0.885,error
1950,1.26,0.14,1.0925,0.34,0.885,error
1951,1.26,0.14,1.2425,-0.06,0.885,error
1952,1.26,0.14,1.2425,0.34,0.885,error
1953,1.26,0.15,1.0925,-0.05,0.34,success
1954,1.26,0.15,1.0925,0.35,0.34,success
1955,1.26,0.15,1.2425,-0.05,0.34,success
1956,1.26,0.15,1.2425,0.35,0.34,success
1957,1.26,0.15,1.0925,-0.05,0.885,error
1958,1.26,0.15,1.0925,0.35,0.885,error
1959,1.26,0.15,1.2425,-0.05,0.885,error
1960,1.26,0.15,1.2425,0.35,0.885,error
1961,1.26,0.16,1.0925,-0.04,0.34,success
1962,1.26,0.16,1.0925,0.36,0.34,success
1963,1.26,0.16,1.2425,-0.04,0.34,success
1964,1.26,0.16,1.2425,0.36,0.34,success
1965,1.26,0.16,1.0925,-0.04,0.885,error
1966,1.26,0.16,1.0925,0.36,0.885,error
1967,1.26,0.16,1.2425,-0.04,0.885,error
1968,1.26,0.16,1.2425,0.36,0.885,error
1969,1.26,0.17,1.0925,-0.03,0.34,success
1970,1.26,0.17,1.0925,0.37,0.34,success
1971,1.26,0.17,1.2425,-0.03,0.34,success
1972,1.26,0.17,1.2425,0.37,0.34,success
1973,1.26,0.17,1.0925,-0.03,0.885,error
1974,1.26,0.17,1.0925,0.37,0.885,error
1975,1.26,0.17,1.2425,-0.03,0.885,error
1976,1.26,0.17,1.2425,0.37,0.885,error
1977,1.26,0.18,1.0925,-0.02,0.34,success
1978,1.26,0.18,1.0925,0.38,0.34,success
1979,1.26,0.18,1.2425,-0.02,0.34,success
1980,1.26,0.18,1.2425,0.38,0.34,error
1981,1.26,0.18,1.0925,-0.02,0.885,success
1982,1.26,0.18,1.0925,0.38,0.885,error
1983,1.26,0.18,1.2425,-0.02,0.885,error
1984,1.26,0.18,1.2425,0.38,0.885,error
1985,1.26,0.19,1.0925,-0.01,0.34,success
1986,1.26,0.19,1.0925,0.39,0.34,success
1987,1.26,0.19,1.2425,-0.01,0.34,success
1988,1.26,0.19,1.2425,0.39,0.34,error
1989,1.26,0.19,1.0925,-0.01,0.885,success
1990,1.26,0.19,1.0925,0.39,0.885,error
1991,1.26,0.19,1.2425,-0.01,0.885,error
1992,1.26,0.19,1.2425,0.39,0.885,error
1993,1.26,0.2,1.0925,0,0.34,success
1994,1.26,0.2,1.0925,0.4,0.34,success
1995,1.26,0.2,1.2425,0,0.34,success
1996,1.26,0.2,1.2425,0.4,0.34,error
1997,1.26,0.2,1.0925,0,0.885,success
1998,1.26,0.2,1.0925,0.4,0.885,error
1999,1.26,0.2,1.2425,0,0.885,error
2000,1.26,0.2,1.2425,0.4,0.885,error
2001,1.26,0.21,1.0925,0.01,0.34,success
2002,1.26,0.21,1.0925,0.41,0.34,success
2003,1.26,0.21,1.2425,0.01,0.34,success
2004,1.26,0.21,1.2425,0.41,0.34,error
2005,1.26,0.21,1.0925,0.01,0.885,success
2006,1.26,0.21,1.0925,0.41,0.885,error
2007,1.26,0.21,1.2425,0.01,0.885,error
2008,1.26,0.21,1.2425,0.41,0.885,error
2009,1.26,0.22,1.0925,0.02,0.34,success
2010,1.26,0.22,1.0925,0.42,0.34,success
2011,1.26,0.22,1.2425,0.02,0.34,success
2012,1.26,0.22,1.2425,0.42,0.34,error
2013,1.26,0.22,1.0925,0.02,0.885,success
2014,1.26,0.22,1.0925,0.42,0.885,error
2015,1.26,0.22,1.2425,0.02,0.885,error
2016,1.26,0.22,1.2425,0.42,0.885,error
2017,1.26,0.23,1.0925,0.03,0.34,success
2018,1.26,0.23,1.0925,0.43,0.34,success
2019,1.26,0.23,1.2425,0.03,0.34,success
2020,1.26,0.23,1.2425,0.43,0.34,error
2021,1.26,0.23,1.0925,0.03,0.885,success
2022,1.26,0.23,1.0925,0.43,0.885,error
2023,1.26,0.23,1.2425,0.03,0.885,error
2024,1.26,0.23,1.2425,0.43,0.885,error
2025,1.26,0.24,1.0925,0.04,0.34,success
2026,1.26,0.24,1.0925,0.44,0.34,success
2027,1.26,0.24,1.2425,0.04,0.34,success
2028,1.26,0.24,1.2425,0.44,0.34,error
2029,1.26,0.24,1.0925,0.04,0.885,success
2030,1.26,0.24,1.0925,0.44,0.885,error
2031,1.26,0.24,1.2425,0.04,0.885,error
